02:40:16,02:40:20,991,PID12
02:40:11,02:40:20,925,PID3
02:40:12,02:40:21,835,PID4
02:40:18,02:40:21,810,PID17
02:40:19,02:40:22,766,PID18
02:40:14,02:40:23,736,PID8
02:40:17,02:40:23,703,PID15
02:40:11,02:40:24,678,PID2
02:40:16,02:40:24,555,PID14
02:40:18,02:40:24,499,PID16
02:40:15,02:40:25,448,PID9
02:40:16,02:40:25,434,PID13
